47;17
55;11
46;5
28;50
72;56
40;13
31;27
26;19
15;62
49;72
8;17
55;5
34;7
83;89
6;32
70;79
3;52
67;15
36;13
1;68
55;32
16;8
41;1
38;42
94;89
3;82
22;66
65;55
73;54
83;48
47;35
42;4
100;72
68;5
18;65
27;83
45;32
44;66
70;24
79;33
13;14
61;97
48;76
22;53
63;1
51;95
59;59
30;45
80;22
91;65
76;87
62;48
67;27
63;42
69;61
51;49
66;61
93;84
10;62
6;93
51;96
30;63
69;37
44;75
26;20
27;57
37;36
38;76
80;42
52;46
45;22
90;28
3;63
39;2
88;12
37;63
71;82
22;51
33;85
28;65
94;69
97;31
51;80
16;63
48;33
33;26
37;8
45;4
78;38
71;63
32;34
16;55
18;15
22;85
50;100
44;57
1;95
46;15
63;49
19;21
45;100
67;53
52;40
29;76
15;31
62;23
18;48
83;60
20;67
38;24
0;69
50;27
29;80
47;60
47;53
100;38
88;39
0;41
88;72
79;49
63;15
81;36
26;89
27;100
72;92
35;22
60;30
68;69
49;100
78;47
12;62
27;5
83;91
17;53
62;40
86;88
79;48
59;70
79;32
94;77
67;32
46;57
86;85
94;6
15;85
15;43
5;27
16;21
44;10
76;54
13;24
60;36
99;41
94;94
13;47
41;97
57;12
58;55
25;10
0;86
28;45
26;20
72;88
36;31
26;88
1;15
42;75
93;31
22;38
11;57
17;64
38;10
35;37
12;65
16;67
60;94
15;32
73;45
13;6
78;75
41;13
34;6
60;40
67;84
79;14
89;48
9;77
31;22
51;69
95;19
46;67
45;60
17;70
81;62
63;73
69;15
36;59
88;1
98;75
36;43
25;61
23;53
77;83
11;84
50;18
64;11
53;21
47;0
20;19
12;73
82;32
63;18
41;16
96;7
92;100
47;65
69;94
99;84
36;50
8;90
28;50
34;45
16;91
60;57
87;41
25;84
46;39
52;30
89;51
71;13
72;98
18;54
24;84
31;27
8;32
64;91
6;79
35;11
42;44
37;82
79;84
34;13
1;18
100;59
30;35
60;55
88;57
34;27
66;50
41;97
27;3
99;29
30;95
65;9
36;14
97;56
35;25
38;19
4;55
66;93
83;78
54;25
19;24
46;34
63;23
12;62
46;19
38;64
80;30
3;92
24;27
35;62
60;44
18;31
8;63
60;47
67;12
4;100
67;21
72;7
50;45
30;99
44;82
99;72
25;1
94;63
19;84
44;42
30;14
25;60
17;14
40;64
64;58
67;58
98;83
90;14
51;44
62;68
90;29
38;78
100;11
99;17
41;79
1;54
4;58
60;50
28;96
22;69
45;36
73;10
19;99
77;66
84;15
6;32
72;37
80;2
75;99
61;43
89;68
66;92
5;47
73;10
11;45
65;69
87;17
19;36
94;9
75;69
73;3
37;77
59;20
85;68
52;21
37;54
81;91
76;6
69;95
80;54
28;15
33;76
76;9
99;74
7;88
70;49
49;19
14;39
9;76
47;25
17;73
48;50
25;3
32;5
35;72
6;43
79;55
82;37
8;89
53;64
93;86
59;85
10;98
13;64
14;63
57;81
83;43
57;75
76;100
58;71
29;10
35;87
95;82
46;5
51;90
26;27
3;8
100;75
93;83
15;44
33;62
45;72
42;46
86;76
16;39
96;13
100;60
13;54
21;55
53;70
91;45
60;24
16;42
68;59
49;62
26;83
14;7
27;41
75;65
4;2
9;9
0;45
82;50
94;42
84;86
67;69
53;26
72;55
50;9
82;79
91;96
96;51
30;90
50;28
5;76
11;47
26;23
35;41
59;33
93;76
39;88
86;15
39;30
43;78
75;21
98;89
76;60
81;12
30;34
12;30
53;40
80;51
49;54
0;34
33;95
28;56
55;92
89;40
73;7
19;84
87;18
67;74
80;100
2;79
83;44
29;20
25;11
16;33
50;96
68;13
41;77
98;44
67;20
13;29
84;92
36;40
61;67
90;18
25;66
4;18
78;2
37;43
84;20
30;64
97;45
16;21
94;76
19;50
75;27
55;17
22;97
4;49
47;48
21;23
3;65
6;81
13;30
27;77
79;27
76;18
73;44
49;92
64;57
60;80
93;58
83;74
69;8
100;5
82;62
57;15
51;21
59;80
92;19
88;40
15;8
89;57
47;74
36;5
81;87
77;90
37;83
68;7
49;37
15;58
24;19
3;24
80;0
14;49
46;6
41;58
94;85
81;48
23;44
24;61
41;8
60;1
16;37
77;17
3;52
13;39
86;42
23;69
53;10
45;90
9;69
72;97
99;47
77;40
61;33
26;92
31;65
82;61
97;59
19;10
74;4
39;22
82;0
46;1
60;39
94;54
25;92
47;70
8;87
0;61
83;53
39;75
60;41
7;0
76;45
41;19
90;27
13;77
38;23
1;32
40;86
71;1
16;55
57;74
82;48
80;92
61;47
27;73
79;13
84;34
12;97
74;76
41;53
84;99
46;77
53;13
87;92
48;75
76;47
86;30
19;80
43;99
57;85
12;35
0;34
96;76
39;80
13;22
24;36
71;14
19;68
57;78
19;17
10;44
65;43
78;31
92;15
47;53
58;9
8;38
0;14
14;20
18;84
78;92
9;30
36;83
2;54
28;81
74;59
80;88
41;76
89;2
94;61
25;53
86;76
25;90
52;16
72;27
91;17
15;11
86;86
15;76
46;49
51;67
16;96
38;40
84;1
61;59
24;33
48;98
47;33
88;84
48;64
26;61
68;89
94;9
60;33
77;80
25;20
28;94
82;62
32;34
45;82
77;53
26;39
92;15
17;81
87;72
88;74
100;50
57;76
25;61
53;18
8;65
30;36
69;97
20;91
82;40
67;97
54;54
21;64
35;39
23;33
85;60
28;22
28;89
29;92
84;4
35;81
98;74
42;59
20;45
28;83
26;15
50;36
99;99
67;68
49;17
7;93
2;17
0;5
49;78
6;82
65;42
70;93
88;88
27;33
53;89
97;57
70;40
64;91
38;36
65;56
58;34
1;29
95;27
32;66
14;57
46;41
42;23
53;66
56;39
46;56
0;11
40;52
81;48
61;69
48;79
89;38
49;63
89;90
38;51
78;70
47;38
97;14
78;96
17;53
28;52
33;72
20;41
46;48
38;67
30;37
64;84
38;85
6;37
16;57
44;85
51;49
58;33
74;54
97;59
58;24
54;33
31;98
95;89
72;4
47;7
54;53
22;35
72;22
45;29
85;25
31;75
8;17
76;40
77;36
11;13
99;52
89;87
26;6
5;82
78;61
70;65
69;48
2;67
92;27
44;56
95;47
61;14
70;59
38;64
92;34
27;51
34;88
33;2
7;86
56;32
86;23
6;68
70;64
61;41
76;8
54;80
80;6
26;62
11;48
35;31
58;16
26;48
78;8
15;87
1;60
8;75
35;20
86;54
45;8
33;5
11;53
46;13
4;13
51;7
49;64
0;94
45;7
81;85
27;8
39;53
77;63
67;45
13;80
23;42
75;7
10;49
96;75
99;97
28;8
21;7
43;11
45;38
18;66
73;3
82;32
95;64
0;83
94;72
9;6
57;90
59;47
55;38
38;25
33;21
16;79
3;37
82;58
46;81
73;81
85;17
76;45
61;85
33;64
40;5
61;48
100;100
24;59
83;64
91;40
29;27
4;11
39;35
56;55
6;40
57;85
4;7
24;64
38;24
73;35
52;48
81;80
48;93
29;45
70;88
40;69
79;15
73;36
35;42
55;34
26;58
93;42
65;50
63;75
4;34
4;24
52;47
50;22
87;30
14;6
26;31
59;54
7;44
70;9
48;10
49;4
53;1
7;8
29;98
89;55
91;38
71;26
30;65
43;14
44;20
19;8
88;95
55;39
80;47
1;91
45;21
67;75
80;60
93;40
9;2
28;70
22;14
77;70
76;49
4;84
40;94
57;28
50;95
86;20
75;95
69;81
4;98
93;46
62;68
93;99
7;47
8;73
50;89
28;27
2;5
24;53
36;58
96;11
77;2
79;89
73;52
19;29
17;87
54;82
96;24
56;77
81;70
20;99
91;46
43;13
42;5
35;13
51;30
9;56
92;72
42;40
86;76
100;37
70;89
86;82
32;52
18;60
28;81
6;95
3;73
40;75
38;42
35;6
45;35
67;60
93;73
64;47
50;99
56;80
75;66
99;79
90;64
3;86
95;28
46;5
42;95
95;16
82;5
93;39
20;1
83;41
46;35
64;22
46;41
58;28
19;70
13;30
23;27
36;14
43;78
3;26
71;60
61;4
98;48
49;61
94;27
96;55
91;68
68;55
17;23
66;74
68;3
35;44
9;65
91;15
12;24
79;57
33;40
76;72
15;34
18;100
24;89
33;16
62;39
98;78
61;2
11;59
14;52
50;30
49;80
80;46
88;96
46;82
88;11
30;83
16;95
