47;17
55;11
46;5
28;50
72;56
40;13
31;27
26;19
15;62
49;72
8;17
55;5
34;7
83;89
6;32
70;79
3;52
67;15
36;13
1;68
55;32
16;8
41;1
38;42
94;89
3;82
22;66
65;55
73;54
83;48
47;35
42;4
100;72
68;5
18;65
27;83
45;32
44;66
70;24
79;33
13;14
61;97
48;76
22;53
63;1
51;95
59;59
30;45
80;22
91;65
76;87
62;48
67;27
63;42
69;61
51;49
66;61
93;84
10;62
6;93
51;96
30;63
69;37
44;75
26;20
27;57
37;36
38;76
80;42
52;46
45;22
90;28
3;63
39;2
88;12
37;63
71;82
22;51
33;85
28;65
94;69
97;31
51;80
16;63
48;33
33;26
37;8
45;4
78;38
71;63
32;34
16;55
18;15
22;85
50;100
44;57
1;95
46;15
63;49
19;21
